id,text
PMC3221206,"Materials and MethodsThe study included 60 patients with AA (36 females and 24 males; median age, 35.6 years)."
PMC3133499,"In 14 hypogonadal males on testosterone therapy, 7 stopped treatment and quite remarkably, 6 of 19 females, who were hypogonadal on DFO monotherapy, were able to conceive."
PMC6968811,"Materials and MethodsClinical SpecimensA total of 60 GC patients (32 males and 28 females, 60.7 ± 11.65 years old) were screened from our hospital from January 2013 to December 2013."
PMC7141533,"The control group was made up of patients who maintained good plaque control and formed little calculus.The study sample included 74 patients, of whom 40 (54.1%) were rapid formers and 34 (45.9%) slow formers, with a mean age of 51.3 ± 9.2 years; 53 (71.6%) were women and 21 (28.4%) were men."
PMC8320388,Our study cohort represents common marathon participants with largely male runners (in our cohort 23% female runners).
PMC7728794,"Materials and MethodsParticipantsThirty-two (nine male, 23 female) predominantly White1undergraduate students enrolled in Psychology at Macquarie University, with a mean age ofM= 20.1 (SD= 1.9) took part in the experiment."
PMC7728794,"For our purposes, 22 male faces were selected, 11 with appearances previously validated as being perceived as typically Black and 11 with appearances perceived as typically White (Matheson and McMullen, 2011)."
PMC5610783,"ExperimentalSample CollectionHuman SubjectsOur washing model cases (35 women patients) with moderate severity without any previous treatments were diagnosed according to DSM-V and enrolled in our study from Taleghani Hospital, Tehran, Iran."
PMC5610783,The 20 healthy woman cases (without any previous family history of OCD) and patient samples were demographically matched.
PMC8541459,"The potential covariates were expressed as the difference between their ln and the ln of a reference value (close to the respective median,Table 3), except for sex, which was set to 0 for male and 1 for female."
PMC8626854,"These were judged by 15 participants (12 female, three male; mean age ±SD, 23.7 ± 3.8 years)."
PMC8626854,"In the first stage, we showed 16,500 images (12,000 high gloss and 4500 low gloss) to 16 subjects (14 female, two male; mean age ±SD, 23.8 ± 3.2 years)—1500 images each (750 low gloss and 750 high gloss), resulting in one classification response per low-gloss image."
PMC8626854,"SeeFigure 4a for example images.Fifteen subjects (three female, 12 male; mean age ±SD, 24.2 ± 4.0 years) were shown these images one at a time and were asked to respond on a triangular rating field."
PMC3941379,"Materials and methodsPopulationIn this case-control study, 35 consecutive women aged between 15 and 35 with PCOS were evaluated."
PMC7829789,"CRC and healthy subjects (used as controls) were about 50% male and 50% female; the average age of CRC patients was higher than the one of the healthy subjects, because this pathology, as widely described in the Introduction, affects mainly people older than 50 years."
PMC4660418,"After the criteria established, 42 nurses - female and male - participated inall stages of the study.The fulfillment of the quantitative step was based on records of activities over asequence of days, including evening periods and weekends."
PMC9286306,"Materials and methodsA total of 150 haemophilia A male patients were included in this cross-sectional single-centre study at the National Institute of Blood Diseases and Bone Marrow Transplant (NIBD), Karachi, Pakistan, from September 2019 to January 2022."
PMC5108825,"94% of the men were weighed at clinic by a nurse, but 6% of men only had self-reported weights in stones and pounds as part of a diet, health and lifestyle questionnaire."
PMC5108825,"Self-reported weight and height measurements were converted from imperial to metric units when calculating BMI.The data from the 9,457 men without prostate cancer and 1830 men with prostate cancer were used to derive a model associating age and BMI with PSA."
PMC7590196,The original dataset for SEM analysis included 60 subjects (43 female and 17 male) with 6.1% missing data.
PMC7590196,Eliminating subjects with at least two missing data points from gene mRNA expression reduced the subjects to 49 (n = 33 female) with 2.4% missing data.
PMC4840188,"Sixty-one patients (41 female, 20 male) who underwent single port cholecystectomy because of cholelithiasis, gallbladder polyp, or gallbladder sludge were first included in the study."
PMC9605007,"To achieve an odds ratio of at least 1.5/0.7, a cohort of 70 men with outflow obstruction and 20 controls was calculated.All statistical analyses were performed using SPSS software, version 18.0 (IBM SPSS, Chicago, IL, USA)."
PMC3664459,Twenty specimens were of male and 24 of female origin.
PMC4047250,"SUBJECTS AND METHODSForty-eight (24 males, 24 females) asymptomatic subjects with no known surgical,musculoskeletal, or neurological history of any pathological condition in the lowerextremities participated in this study."
PMC2148217,"Cartilage was sampled from 8 males (mean age, 68 yr; range 58–83 yr) and 17 females (mean age, 76 yr; range 37–93 yr)."
PMC3505534,"MethodSubjectsA group of 60 healthy female subjects (mean age = 20.87,SD= 1.98) was recruited via advertisements at the faculty of Social Sciences at Utrecht University, the Netherlands."
PMC7047095,"of samplesTissue1282806Tissue after filtering1052215Sex411591Age27888The samples comprised 42% males and 58% females.To avoid small classes with specific tissues, we merged the available tissues using BRENDA tissue ontology (BTO) in the SEA (Table 2) according to Fiosina et al."
PMC6323161,Physical activity exhibits important benefits for cognitive performance in either younger or older adults.22We further conducted a multiple-group analysis to examine the measurement invariance across gender (male: N = 1028; female: N = 917).Table 5presents the results of model fits and comparisons.
PMC8421196,"The questionnaire consisted of 17 questions regarding diagnosis and treatment choices and patient satisfaction with the treatment results.Results: The study included 234 participants (227 women), mean age 36.5 ± 9.2."
PMC8224957,"For new households, however, the total fertility of women in 2010 was not a significant predictor of the size of the newly formed household in 2017 [B = -0.02, p = 0.95]."
PMC6930810,"In order to take into account potential dropouts, we recruited thirty-six participants (15 males)."
PMC7900822,"While some of these studies show similar effects for men and women(Fuwa & Korwatanasakul,2017;Grenet,2013), the others find a positive wage effect only for men (Devereux & Hart, 2010)or women (Fischer et al.,2016)."
PMC8564674,"In the overall cohort Gestational age was 39±1.4 weeks, 58% were males, Apgar at 1 min had median of 2 [interquartile range (IQR) 1, 3], Apgar at 5 min was 5 [IQR 4, 7] and cord umbilical pH showed severe fetal acidosis mean 7±0.1, base deficit 17.4±6.7."
PMC8504545,"After the removal of individuals with identical personal numbers or missing values in the respective exposure variable, there were 33 349 women and 30 172 men in the study sample for sexual harassment and 33 044 women and 29 989 men in the study sample for gender harassment."
PMC8504545,"In the second model, we excluded individuals who had LTSA in the year before survey participation (3681 women and 1896 men in the sample for gender harassment and 3709 women and 1904 men in the sample for sexual harassment)."
PMC6396296,Seventy-eight mice (50 female and 28 male) were subcutaneously implanted with pieces of synovial tissues.
PMC3252070,"The 2003–4 survey was the first to consider doses from therapeutic nuclear medicine procedures, and the estimated annual collective dose to the UK population from treatment of the three commonest disorders (thyroid carcinoma, thyrotoxicosis and non-toxic goitre) was 742 man Sv."
PMC3252070,"We may therefore estimate the annual collective bladder dose in UK in 2003–4 as 601 × (0.048/0.0057) or 5061 man Sv.Organ-specific dose estimates were prepared for 2003–4, 1989 and 1982, with linear interpolation for the intervening years."
PMC3252070,"Cumulative exposures are small: <1 mSv before age 60, for example, and only about 6.5 mSv (males) and 4 mSv (females) by age 90."
PMC3252070,"The most important among those estimated to be radiation-associated, in terms of numbers of cases, are cancers of the lung (274), oesophagus (159) and female breast (129)."
PMC3252070,"The estimated relative risks were applied to the number of leukaemia cases in the UK, excluding CLL.We estimate that 316 cases of leukaemia in males (6.8% of all leukaemia) and 245 in females (7.7% of leukaemia cases) might be attributable to background radiation."
PMC8011104,Age and sex were included as covariates in the adjusted model as methylmercury is bioaccumulative [8] and men are more likely to be hunters and fishers compared to women [78].
