	journal-id	aff	year	PMCID	tokenized_METHODS
416	Mol. Bio. Cell		2003	PMC2921112	
417	BMC Genet		2008	PMC2871261	
418	Behav Brain Funct		1996	PMC2082033	
419	Br J Cancer		2006	PMC3039817	
420	Environ. Health Perspect		1986	PMC2430239	
421	Mol. Syst. Biol		2009	PMC3130559	
422	JBB		2008	PMC2910479	
423	plosbiol		2001	PMC509290	
424	plosone	Innsbruck Medical University, Austria	2006	PMC2760135	
425	J. Cell Biol	 	2002	PMC2199373	
426	IJO	VST Glaucoma Centre, Kallam Anji Reddy Campus, L V Prasad Eye Institute, L V Prasad Marg, Banjara Hills, Hyderabad, India	2006	PMC2804124	
427	J. Exp. Med	 	1996	PMC2213043	
428	plosone	University of Toronto, Canada	2007	PMC2002515	
429	bichaw		2004	PMC2754664	
430	TORJ	Department of Rheumatology, West China Hospital of Sichuan University, China	2005	PMC2705839	
431	BMC Genomics		2010	PMC3073923	
432	Virol J		1978	PMC1488828	
433	Mol Cancer		1983	PMC1852116	
434	Clin Res Cardiol	Department of Cardiology und Pneumology, Heart Center, Georg-August-University, Robert-Koch-Strasse 40, 37075 Göttingen, Germany 	2006	PMC2858797	
435	J. Exp. Med	 	2002	PMC2194092	
436	jcb	 	2005	PMC2064621	
437	Breast Cancer Res		2006	PMC2397539	
438	Lipids Health Dis		1994	PMC517728	
439	J Transl Med		2005	PMC1590053	
440	Cell Tissue Res		2002	PMC2386754	Adipose tissue was taken from the abdomen (n = 12) and the hip/thigh region (n = 10) during cosmetic surgery; 22 female donors were included in this study.
441	Genome Biol		2004	PMC2394760	
442	plosbiol	Adolf Butenandt Institute, Germany	2007	PMC2592355	
443	J. Exp. Med	 	2001	PMC2194176	
444	J. Exp. Med	From the	1997	PMC2193041	
445	EID		2009	PMC3044524	
446	J. Exp. Med	From the	1997	PMC2193632	
447	Crit Care		2004	PMC1794465	
448	plosone	Institute of Preventive Medicine, Denmark	2007	PMC2987816	Forty UK Warren 2 T2D female participants were selected from trios and had a diagnosis of Type 2 diabetes made by either current prescription of a diabetes-specific medication or laboratory evidence of hyperglycemia (World Health Organization definition) [66].
449	plosone	The University of Hong Kong, Hong Kong	1996	PMC2994907	
450	plosone	Illinois Institute of Technology, United States of America	1964	PMC2190618	
451	BMC Mol Biol		1994	PMC551605	
452	Arthritis Res Ther		1999	PMC2911912	
453	plosone	New York University School of Medicine, United States of America	1999	PMC2288562	
454	J. Exp. Med	 	1983	PMC2193762	
455	J. Exp. Med	 	1998	PMC2213253	
456	BMC Immunol		2008	PMC2656467	A total of 148 SLE patients (136 females and 12 males) were enrolled in the present study.
457	BMC Immunol		2008	PMC2656467	76 of the SLE patients were part of 54 families, from which 166 relatives (98 females and 68 males) were also included in the study.
458	BMC Immunol		2008	PMC2656467	Control individuals (N = 117, 58 females and 59 males) were blood donors recruited from several regional blood centers.
459	GMS Psychosoc Med		1998	PMC2736491	
460	BMC Bioinformatics		2000	PMC1810311	
461	JA	Health Effects Laboratory Division, National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, MS L-2040, 1095 Willowdale Road, Morgantown, WV 26505, USA	1986	PMC3138048	
462	KJR		2005	PMC2627206	
463	BMC Syst Biol		2001	PMC1971058	
464	BMC Biol		2000	PMC2211742	
465	BMC Genomics		1998	PMC115870	
466	MV		2007	PMC2998715	
467	JBC	the	2001	PMC3024762	
468	Breast Cancer Res		1988	PMC1064115	
469	Hum Resour Health		1997	PMC1552082	
470	BMC Endocr Disord		1986	PMC1177940	
471	J Neuroeng Rehabil		2007	PMC2676297	
472	Int J Obes (Lond)		2008	PMC3040694	
473	J. Exp. Med	From the	1997	PMC2192918	
474	Br J Cancer		2001	PMC3039790	
475	BMC Infect Dis		2008	PMC2528011	The population size used for the calculation of incidence was 787,836 inhabitants (INSEE, April 2006).Detection of chikungunya infectionsFor the rapid survey in pregnant women, 100 microliters of stored sera already available in outpatient laboratories were used.
476	PRO	 	1995	PMC2776962	
477	Exp Brain Res	Center for Human Movement Sciences, University Medical Center Groningen, University of Groningen, P.O. Box 196, 9700 AD Groningen, The Netherlands 	2009	PMC3018264	
478	plosone	Brunel University, United Kingdom	1998	PMC3121753	
479	JCBN		2004	PMC2266056	
480	Elmer Press		2006	PMC3138408	
481	J Transl Med		2007	PMC3076245	
482	BMC Cell Biol		1997	PMC1924507	
483	RESP	 	1989	PMC2992986	
484	Arthritis Res Ther		2005	PMC1794525	
485	plosgen	The University of Queensland, Australia	2008	PMC2745562	
486	MV		2004	PMC2796875	One hundred and four patients, 65 males and 39 females, were included in this study after informed consent had been obtained and after determination of the diagnostic and other criteria.
487	MV		2004	PMC2796875	For the control population we used peripheral blood taken from 157 blood donors collected at the Blood Transfusion Centre of Slovenia (57 women, 100 men; mean age ± SD 37.2±10.2 years).
488	J. Exp. Med	Thrombosis Research Section, Department of Medicine, Baylor College of Medicine, Houston, TX 77030	2000	PMC2194038	
489	jcb		2008	PMC2600748	
490	Nutr J		2005	PMC3000832	
491	plosone	George Mason University, United States of America	2005	PMC3012056	
492	nar		2005	PMC1950531	
493	BMC Cancer		1997	PMC1808467	
494	plosone	Cleveland Clinic, United States of America	2006	PMC2637971	
495	Blood		2007	PMC2602590	
496	SNI		2009	PMC2997226	
497	ijms	8. Division Biophysics of Macromolecules, German Cancer Research Center, INF 580, D-69120 Heidelberg, Germany	2000	PMC2062513	
498	Arthritis Res Ther		2001	PMC1779381	
499	Br J Cancer		1999	PMC2409846	
500	diacare		2000	PMC2571070	
501	nar		2008	PMC3105396	
502	AH		2008	PMC2799269	
503	J. Exp. Med	 	1998	PMC2193381	
504	Environ. Health Perspect		2009	PMC2854758	
505	Br J Cancer		2003	PMC2259184	
506	BMC Med Inform Decis Mak		2008	PMC3058010	
507	plosone	University of Ioannina School of Medicine, Greece	1999	PMC1764036	
508	Nucleic Acids Research		2006	PMC1802632	
509	YMJ		2003	PMC2815828	
510	Nat. Struct. Mol. Biol.		1999	PMC2709225	
511	CPN	Department of Psychiatry, The Psychiatric Institute, University of Illinois at Chicago, Chicago, IL 60612, USA	2004	PMC2796783	
512	MV		2002	PMC2697670	
513	Virol J		2007	PMC3022683	
514	BMC Clin Pharmacol		1985	PMC2640365	
515	plosone	Cincinnati Childrens Hospital, United States of America	2005	PMC2572852	
516	AIDS Res Ther		1998	PMC2777914	
517	Gene		2006	PMC2913254	
518	plosone	University of Hyderabad, India	2006	PMC2909212	
519	Diabetes Care		2000	PMC3161277	
520	Int J Equity Health		2009	PMC2768713	
521	J Mol Med (Berl)		1990	PMC2517086	
522	plosone	University of Regensburg, Germany	2008	PMC3131384	MethodsParticipantsThirty-five university students (17 males and 18 females) ranging in age from 20 to 35 years (mean age  = 21.81 years, SD = 2.1) volunteered in this experiment.
523	plosone	University of Regensburg, Germany	2008	PMC3131384	Data from 4 men and 4 women were subsequently discarded because of excessive eye-movements or EEG artifacts.
524	Vasc Cell		2009	PMC3044104	Adipose tissue samples were collected under sterile conditions from 3 male donors (aged from 40 and 60 years) who underwent standard laparoscopic surgery (uncomplicated colecistectomy and inguinal hernia), after a negative blood screening for HIV, HBV, HCV, Treponema pallidum, HTLV-I and II.
525	Neuropsychologia		1983	PMC3083513	
526	diacare		2007	PMC2584200	
527	MI		2001	PMC1939921	
528	BMC Cancer		2002	PMC2858111	
529	TOCHGENJ	Genomics Institute of the Novartis Research Foundation, 10675 John Jay Hopkins Drive, San Diego, CA 92121, USA	2008	PMC2874217	
530	Malar J		2001	PMC2276220	
531	Br J Cancer		2001	PMC2377178	
532	J. Exp. Med	From Tularik, Inc., South San Francisco, California 94080	1998	PMC2212382	
533	Genet Vaccines Ther		2006	PMC2639530	
534	intjepid	Department of International Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA.	2007	PMC2845861	
535	J. Gen. Physiol	 	1997	PMC2233688	
536	Amino Acids	Department of Pediatrics, Universitair Ziekenhuis Brussel Kinderen, Laarbeeklaan 101, 1090 Brussels, Belgium 	2003	PMC2839472	
537	jcb		2006	PMC2733747	
538	Atherosclerosis		2009	PMC3146704	1Methods1.1British Regional Heart StudyIn 1978–1980, 7735 men aged 40–59 years were randomly selected from general practice registers in each of 24 British towns and invited to take part in the British Regional Heart Study (response rate 78%).
539	Atherosclerosis		2009	PMC3146704	Nurses administered questionnaires, made physical measurements, recorded an electrocardiogram (ECG) and collected non-fasting venous blood samples; in 5661 men in 18 of the study towns, serum was stored at −20 °C for subsequent analysis [16].
540	Front. Neur.		2006	PMC3014566	
541	Nucleic Acids Research		2000	PMC1160227	
542	nar		2010	PMC2919731	
543	BMC Pulm Med		2006	PMC2881900	
544	QHW	School of Health and Medical Sciences, Örebro University, Örebro, Sweden	1995	PMC3060997	
545	Genome Biol		2007	PMC2646275	
546	toxins		2003	PMC3153234	
547	plosone	Institute of Science and Technology Austria, Austria	2010	PMC3131289	
548	pme		2007	PMC2955962	
549	BMC Genomics		2004	PMC1781936	
550	plospath	University of Wisconsin-Madison, United States of America	2003	PMC2883607	
551	J. Exp. Med	 	1994	PMC2213442	
552	diacare	From the Institute of Obesity, Nutrition and Exercise, University of Sydney, New South Wales, Australia	1994	PMC2584181	
553	Radiat Oncol		2008	PMC3120676	
554	Br J Cancer		1994	PMC2747561	
555	J Occup Med Toxicol		2009	PMC2928247	
556	J. Cell Biol	 	1995	PMC2156130	
557	Nature		2006	PMC2880489	
558	plosone	Universidade Federal do Rio de Janeiro (UFRJ), Brazil	2003	PMC2809103	
559	Nature		2002	PMC2597110	
560	Br J Cancer		2007	PMC3172903	
561	plosone	Institut Pasteur, France	2004	PMC2631147	
562	BMC Neurol		2007	PMC3146818	The healthy control subjects were divided into two sub-groups, females (n = 197) and males (n = 193).CFS PatientsSeventy patients, all of whom were referred for complaint of disabling fatigue, met the CDC criteria for CFS (the CFS group) [3].
563	plosone	Monash University, Australia	2005	PMC2653189	
564	Diabetol Metab Syndr		1999	PMC2831834	As a whole, 33 women from 35 to 77 years old were evaluated (Figure 1).
565	ploscomp	University of Virginia, United States of America	1998	PMC3053319	
566	BMC Med Genomics		2008	PMC3096898	
567	jcb	 	1997	PMC2064358	
568	plosone	U.S. Public Health Service, The National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, United States of America	1990	PMC2249706	
569	BMC Health Serv Res		2004	PMC1543625	
570	plosmed	The University of Adelaide, Australia	2006	PMC2586352	
571	J Cell Commun Signal		2001	PMC2721087	
572	Environ. Health Perspect		1993	PMC1247570	
573	BMC Cancer		2001	PMC1090563	
574	Breast Cancer Res		2009	PMC3096978	
575	Br J Cancer		2002	PMC2409623	
576	Bioinformation	Division of Applied Science and Indo-Russian Center for Biotechnology, Indian Institute of Information Technology, Allahabad, India	1999	PMC3092950	
577	BMC Cancer		2002	PMC2292197	
578	BMC Genomics		2006	PMC2768750	
579	Br J Cancer		1998	PMC2360662	
580	Genome Biol		2002	PMC328456	
581	plosone	Istituto Dermopatico dell'Immacolata, Italy	2007	PMC3030586	
582	Diabetes		2008	PMC2712783	
583	BMC Bioinformatics		2001	PMC1402330	
584	plosone	New York University, United States of America	2008	PMC2905395	
585	BMC Med		1993	PMC2894739	
586	plosone	Hospital Vall d'Hebron, Spain	2004	PMC3032742	This study group included 2 women and 2 men with a median age of 79 (68–92) years.
587	plosone	Hospital Vall d'Hebron, Spain	2004	PMC3032742	For the replication study four additional patients who had also a supratentorial intracerebral hemorrhage in the previous 2 days were selected including 4 men with a median age of 79 (69–90) years and samples were obtained within the first 18 hours after death and stored as previously described.
588	jcb		2008	PMC2779239	
589	CRT		2006	PMC3021742	
590	Br J Cancer	Department of Surgery B, Carmel Medical Center, Haifa, Israel 34362	1997	PMC2746603	
591	BMC Genomics		1989	PMC2311292	
592	MEAJO		2007	PMC2813603	
593	Arthritis Res Ther		1993	PMC2714110	
594	Radiat Oncol		2006	PMC2877563	
595	Arch Orthop Trauma Surg		1973	PMC2826637	
596	Clin Exp Metastasis		2008	PMC3081060	
597	Br J Cancer		2000	PMC2607229	
598	Cardiovasc Diabetol		2005	PMC1976604	
599	diacare	From the Division of Research, Kaiser Permanente Medical Care Program of Northern California, Oakland, California	2004	PMC2584196	Briefly, we identified all pregnancies that resulted in a singleton live birth between 1 January 1996 and 30 June 1998 among women without recognized diabetes before the index pregnancy.
600	BMC Genet		1992	PMC1526452	
601	plosone	University of Texas Medical Branch, United States of America	2008	PMC3084686	
602	Chem Cent J		2008	PMC3152508	
603	BMC Pharmacol		2001	PMC2700083	
604	Br J Cancer	Group of Radiation Biology and Tumor Physiology, Department of Biophysics, Institute for Cancer Research, The Norwegian Radium Hospital, N-0310 Oslo, Norway	1988	PMC2375178	
605	Biol Proced Online		1999	PMC145557	
606	BMC Bioinformatics		2006	PMC1904458	
607	Arthritis Res Ther		2005	PMC1794533	
608	Respir Res		2002	PMC1199624	Their mean age was 67.2 yr (range 56–74 yr) (6 women and 4 men).
609	OncoTargets and Therapy		2006	PMC2994213	
610	Br J Cancer		1995	PMC2409661	
611	BMC Biochem		2000	PMC270013	
612	plosone	Swiss Tropical Institute, Switzerland	2003	PMC2375113	Cohorts of age matched female (40 to 80, depending on the experiment) NODscid/β2m−/− were injected i.p.
613	jbmr		2005	PMC3153383	Experimental heterozygous B6 male breeders were crossed with A/J (Stock Number 000646), BALB/cByJ (Stock Number 001026), C3H/HeJ (Stock Number 000659), and FVB/NJ (Stock Number 001806) females purchased from the Jackson Laboratory.
614	BMC Bioinformatics		2006	PMC3044279	
615	plosone	Indiana University, United States of America	1995	PMC2659800	
616	Respir Res		2007	PMC2667166	
617	plosone	Indiana University, United States of America	2001	PMC2603475	
618	NRP	Department of Food & Nutrition, Kyungnam University, 449 Woryeong-dong, Masanhappo-gu, Changwon-si, Gyeongnam 631-701, Korea.	2008	PMC2933449	
619	BJ	‡Bioinformatics & Biostatistics Group, Cancer Research UK, 44 Lincoln's Inn Fields, London WC2A 3PX, U.K.	2004	PMC2474557	
620	Br J Cancer		1994	PMC2362003	
621	plosone	Chiba University Center for Forensic Mental Health, Japan	2007	PMC2808252	
622	Arthritis Res Ther		2004	PMC2688197	
623	BMC Bioinformatics		1986	PMC1382255	
624	ecam		2000	PMC2529379	
625	plosone	Fundació Institut Germans Trias i Pujol; Universitat Autònoma de Barcelona CibeRES, Spain	2000	PMC3132772	
626	IJPVM		2007	PMC3075526	
627	Drug Design, Development and Therapy		2003	PMC2769242	
628	JCD		2001	PMC2883801	
629	J. Exp. Med	From the	1997	PMC2199193	
630	plosone	New York University School of Medicine, United States of America	2006	PMC2719911	
631	BMC Res Notes		2002	PMC3060831	
632	BMC Gastroenterol		1992	PMC2680893	
633	QHW		2000	PMC2879866	
634	BMC Struct Biol		2006	PMC2896345	
635	Diabetes		2008	PMC2828666	
636	BMC Med Educ		2004	PMC2713226	
637	Clinical Interventions in Aging		2006b	PMC2682401	
638	Environ Health		2006	PMC3152872	
639	BMC Cancer		2006	PMC2679761	
640	jgp		2009	PMC3068280	
641	BMC Biol		1989	PMC2859859	
642	plosntds	University of California San Francisco, United States of America	2006	PMC2655714	
643	Genome Biol		1964	PMC2760884	
644	MV		1998	PMC2633485	
645	BMC Med Genomics		2009	PMC3025826	
646	Br J Cancer		2005	PMC3172904	
647	JoVE		1992	PMC3149997	
648	plosone	Institut Pasteur, France 	2009	PMC3008730	
